level_0_id,level_0_name,level_1_id,level_1_name,level_2_id,level_2_name,level_3_id,level_3_name,value_expense_budgets_2014,value_revenue_budgets_2014,value_expense_budgets_2013,value_revenue_budgets_2013,value_expense_accounts_2012,value_revenue_accounts_2012
1300,"Direktion für Bildung,Soziales und Sport",300,Direktionsstabsdienste,PG300400,Kompetenzzentrum Integration,P300430,Leist. Asyls. (2. Unterbringungsphase),5768191.65,5904480.00,5688530.97,5767941.82,5726840.38,5814440.44
1300,"Direktion für Bildung,Soziales und Sport",310,Sozialamt,PG310100,Soziale Einrichtungen,P310110,Obdachlosenhilfe,3365643.16,304788.76,3261137.42,302732.24,3253700.03,286737.99
1300,"Direktion für Bildung,Soziales und Sport",310,Sozialamt,PG310300,"Inkasso Sozialhilfe, Bevorschussung",P310310,Bevorschussung von Unterhaltsbeiträgen,5373757.64,14062.60,5381422.04,16355.16,5193362.74,7759.97
1300,"Direktion für Bildung,Soziales und Sport",310,Sozialamt,PG310300,"Inkasso Sozialhilfe, Bevorschussung",P310320,Inkassi aufgrund Sozialhilfegesetz (SHG),867847.83,4240996.56,918404.30,4423103.70,885875.88,3899948.34
1300,"Direktion für Bildung,Soziales und Sport",310,Sozialamt,PG310300,"Inkasso Sozialhilfe, Bevorschussung",P310330,U'haltbeitr. Aufgrund GIB einkassiert,535030.56,2796250.28,565687.80,2805420.50,561026.32,2837839.29
1300,"Direktion für Bildung,Soziales und Sport",310,Sozialamt,PG310400,Ambulante Sozialhilfe,P310420,"Beratung,Betr.und Unterst.bed.Pers",125447981.86,30957624.88,117625642.21,30474045.09,122502538.51,28232941.10
1300,"Direktion für Bildung,Soziales und Sport",310,Sozialamt,PG310600,Berufliche und soziale Integration,P310640,Abkl. u. Qualifizierung junge Erwachsene,3755007.68,3186138.24,4236282.40,3492761.64,3961497.45,3305896.43
1300,"Direktion für Bildung,Soziales und Sport",310,Sozialamt,PG310600,Berufliche und soziale Integration,P310650,Abklärung und Qualifizierung Erwachsene,4272009.60,4173055.52,2787289.92,2590631.28,3150553.30,2934078.38
1300,"Direktion für Bildung,Soziales und Sport",310,Sozialamt,PG310600,Berufliche und soziale Integration,P310660,Abklärung und Arbeitsvermittlung,7827070.00,6936256.24,7625419.24,6751973.08,8078379.68,7012745.06
1300,"Direktion für Bildung,Soziales und Sport",320,Schulamt,PG320100,"Kindergärten, Volks- und Sonderschulen",P320110,Betrieb und Organisation,84592463.40,2503059.40,83711882.30,2325540.00,87256624.98,2949424.67
1300,"Direktion für Bildung,Soziales und Sport",320,Schulamt,PG320100,"Kindergärten, Volks- und Sonderschulen",P320120,Angebote Integration/Chancengleichheit,569016.52,180594.36,905769.52,188912.00,863186.38,215407.09
1300,"Direktion für Bildung,Soziales und Sport",320,Schulamt,PG320100,"Kindergärten, Volks- und Sonderschulen",P320130,Kulturvermittlung und -pädagogik,207808.08,2998.56,207376.96,3330.00,255343.71,50200.67
1300,"Direktion für Bildung,Soziales und Sport",320,Schulamt,PG320100,"Kindergärten, Volks- und Sonderschulen",P320140,Innovation und Bildungsqualität,53061.68,599.76,57925.44,666.00,58673.99,724.37
1300,"Direktion für Bildung,Soziales und Sport",320,Schulamt,PG320100,"Kindergärten, Volks- und Sonderschulen",P320160,Sonderschulen,10335981.00,10335981.00,10077736.00,10077736.00,10173912.47,10173912.47
1300,"Direktion für Bildung,Soziales und Sport",320,Schulamt,PG320200,Tagesbetreuung,P320210,Tagesschulen,12347885.84,10067905.04,11696373.23,9466660.00,11595994.33,9693523.08
1300,"Direktion für Bildung,Soziales und Sport",320,Schulamt,PG320200,Tagesbetreuung,P320220,Aufgabenhilfe,280000.00,0.00,300000.00,0.00,300000.00,0.00
1300,"Direktion für Bildung,Soziales und Sport",320,Schulamt,PG320200,Tagesbetreuung,P320240,Ferieninseln,571823.88,126239.16,585126.20,89998.00,543190.28,100338.92
1300,"Direktion für Bildung,Soziales und Sport",320,Schulamt,PG320300,Bildungsnahe Institutionen,P320310,Bibliotheken,3301806.00,0.00,3303328.32,0.00,3307101.81,0.00
1300,"Direktion für Bildung,Soziales und Sport",320,Schulamt,PG320300,Bildungsnahe Institutionen,P320320,Musikschulen,3197806.00,180000.00,3394328.32,180000.00,3299957.71,150419.20
1300,"Direktion für Bildung,Soziales und Sport",320,Schulamt,PG320300,Bildungsnahe Institutionen,P320330,Ludotheken,23006.00,0.00,24528.32,0.00,28301.81,0.00
1300,"Direktion für Bildung,Soziales und Sport",320,Schulamt,PG320300,Bildungsnahe Institutionen,P320340,Gfeller-Fonds,17367.60,17367.60,18803.24,18803.24,22779.91,22779.91
1300,"Direktion für Bildung,Soziales und Sport",320,Schulamt,PG320300,Bildungsnahe Institutionen,P320350,Volkshochschule,0.00,0.00,95000.00,0.00,95000.00,0.00
1300,"Direktion für Bildung,Soziales und Sport",330,Jugendamt,PG330100,Kinder-u.Jugendförderung/Gemeinwesenarb.,P330110,Ferien- und Freizeitprojekte,259611.90,59473.60,303428.07,57014.16,305386.55,59756.72
1300,"Direktion für Bildung,Soziales und Sport",330,Jugendamt,PG330100,Kinder-u.Jugendförderung/Gemeinwesenarb.,P330120,Offene Arbeit mit Kindern,1895634.11,5509.68,1916006.62,5563.40,2087176.73,5435.21
1300,"Direktion für Bildung,Soziales und Sport",330,Jugendamt,PG330100,Kinder-u.Jugendförderung/Gemeinwesenarb.,P330130,Checkpoint,499693.18,17337.08,504818.13,21886.16,507970.11,17277.95
1300,"Direktion für Bildung,Soziales und Sport",330,Jugendamt,PG330100,Kinder-u.Jugendförderung/Gemeinwesenarb.,P330140,Offene Jugendarbeit,2342801.51,6973.12,1930871.80,6761.84,2381049.65,6685.81
1300,"Direktion für Bildung,Soziales und Sport",330,Jugendamt,PG330100,Kinder-u.Jugendförderung/Gemeinwesenarb.,P330150,Mitwirkung von Kindern und Jugendlichen,391167.71,7824.02,338939.75,6737.32,404452.82,58653.23
1300,"Direktion für Bildung,Soziales und Sport",330,Jugendamt,PG330100,Kinder-u.Jugendförderung/Gemeinwesenarb.,P330160,Gemeinwesenarbeit und Fachstellen,1991729.78,17177.78,4316738.40,1060.00,4267532.50,1181.35
1300,"Direktion für Bildung,Soziales und Sport",330,Jugendamt,PG330200,Ambulante Jugendhilfe,P330210,Kindesschutz,0.00,0.00,953830.12,21867.80,988013.34,20642.59
1300,"Direktion für Bildung,Soziales und Sport",330,Jugendamt,PG330200,Ambulante Jugendhilfe,P330220,Präventive Sozialarbeit,0.00,0.00,1001505.48,22959.92,1031101.89,21738.55
1300,"Direktion für Bildung,Soziales und Sport",330,Jugendamt,PG330200,Ambulante Jugendhilfe,P330240,Vermittl./Bew./Aufsicht Fam.pfl'plätzen,0.00,0.00,144565.61,3306.92,150325.34,3388.95
1300,"Direktion für Bildung,Soziales und Sport",330,Jugendamt,PG330200,Ambulante Jugendhilfe,P330250,Gutachten,0.00,0.00,192240.72,12398.84,193024.85,5584.83
1300,"Direktion für Bildung,Soziales und Sport",330,Jugendamt,PG330200,Ambulante Jugendhilfe,P330260,PINTO,1178307.81,29043.48,1133978.95,36331.75,1116944.19,31417.05
1300,"Direktion für Bildung,Soziales und Sport",330,Jugendamt,PG330300,Kompetenzzentrum Jugend und Familie,P330310,Stat. Auf. Kindern/Jug. mittel-/langfr.,3217624.28,3217624.26,3218630.70,3218630.70,3082780.13,3082780.13
1300,"Direktion für Bildung,Soziales und Sport",330,Jugendamt,PG330300,Kompetenzzentrum Jugend und Familie,P330320,Stat. Notaufnahme für Kinder/Jugendliche,2114622.24,2114622.28,2056585.48,2056585.48,1970310.40,1970310.40
1300,"Direktion für Bildung,Soziales und Sport",330,Jugendamt,PG330300,Kompetenzzentrum Jugend und Familie,P330330,Stat. Auf. schw. Frauen m. Kleinkindern,1082271.34,1082271.32,1112005.51,1112005.51,1152775.82,1152775.82
1300,"Direktion für Bildung,Soziales und Sport",330,Jugendamt,PG330300,Kompetenzzentrum Jugend und Familie,P330340,Tagesstruktur,0.00,0.00,0.00,0.00,0.00,0.00
1300,"Direktion für Bildung,Soziales und Sport",330,Jugendamt,PG330300,Kompetenzzentrum Jugend und Familie,P330350,Familienbegleitung,482000.00,482000.00,503000.00,503000.00,474679.30,489407.25
1300,"Direktion für Bildung,Soziales und Sport",330,Jugendamt,PG330400,Familienergänzende Tagesbet. für Kinder,P330410,Betr. Kinder/Jugendl. in Tagesstätten,49359652.23,16739139.88,40647986.86,7920182.98,37464299.21,8488380.74
1300,"Direktion für Bildung,Soziales und Sport",330,Jugendamt,PG330400,Familienergänzende Tagesbet. für Kinder,P330440,Tagesbetreuung von Kindern bei Tageselt.,971513.88,732.24,980914.00,20000.00,1109200.00,0.00
1300,"Direktion für Bildung,Soziales und Sport",350,Alters- und Versicherungsamt,PG350100,Sozialversicherungen,P350110,Sozialversicherungsbeiträge,2077135.08,1658288.60,2157423.20,1728638.40,2102013.99,1744599.96
1300,"Direktion für Bildung,Soziales und Sport",350,Alters- und Versicherungsamt,PG350100,Sozialversicherungen,P350120,Kinderzulagen und Erwerbsersatz,751929.52,462203.00,872001.72,474064.68,798275.07,458807.61
1300,"Direktion für Bildung,Soziales und Sport",350,Alters- und Versicherungsamt,PG350100,Sozialversicherungen,P350130,Ergänzungsleistungen und Zuschüsse,2068198.40,17800.36,2126292.60,32533.36,2113244.52,33172.97
1300,"Direktion für Bildung,Soziales und Sport",350,Alters- und Versicherungsamt,PG350100,Sozialversicherungen,P350140,Gemeindebeiträge EL und Kinderzulagen NE,27634400.00,0.00,28050000.00,0.00,29110836.00,0.00
1300,"Direktion für Bildung,Soziales und Sport",350,Alters- und Versicherungsamt,PG350100,Sozialversicherungen,P350150,Zuschüsse nach Dekret,1600000.00,500000.00,2000000.00,500000.00,1541962.20,1000204.74
1300,"Direktion für Bildung,Soziales und Sport",350,Alters- und Versicherungsamt,PG350200,Stationäre Kranken- und Betagtenhilfe,P350220,Durch Dritte geführte Heime,0.00,0.00,0.00,0.00,0.00,0.00
1300,"Direktion für Bildung,Soziales und Sport",350,Alters- und Versicherungsamt,PG350200,Stationäre Kranken- und Betagtenhilfe,P350230,Wohnheime,0.00,0.00,0.00,0.00,0.00,0.00
1300,"Direktion für Bildung,Soziales und Sport",350,Alters- und Versicherungsamt,PG350200,Stationäre Kranken- und Betagtenhilfe,P350250,Tagesheime,0.00,0.00,0.00,0.00,0.00,0.00
1300,"Direktion für Bildung,Soziales und Sport",350,Alters- und Versicherungsamt,PG350200,Stationäre Kranken- und Betagtenhilfe,P350260,Ferienbetten,0.00,0.00,0.00,0.00,0.00,0.00
1300,"Direktion für Bildung,Soziales und Sport",350,Alters- und Versicherungsamt,PG350200,Stationäre Kranken- und Betagtenhilfe,P350270,Koordinationsstelle,0.00,0.00,0.00,0.00,0.00,0.00
1300,"Direktion für Bildung,Soziales und Sport",350,Alters- und Versicherungsamt,PG350300,Ambulante Kranken- und Betagtenhilfe,P350310,Offener Mittagstisch,0.00,0.00,0.00,0.00,0.00,0.00
1300,"Direktion für Bildung,Soziales und Sport",350,Alters- und Versicherungsamt,PG350300,Ambulante Kranken- und Betagtenhilfe,P350320,Ambulante pflegerische Leistungen,0.00,0.00,0.00,0.00,0.00,0.00
1300,"Direktion für Bildung,Soziales und Sport",350,Alters- und Versicherungsamt,PG350300,Ambulante Kranken- und Betagtenhilfe,P350330,Hauswirtschaftliche Leistungen,0.00,0.00,0.00,0.00,0.00,0.00
1300,"Direktion für Bildung,Soziales und Sport",350,Alters- und Versicherungsamt,PG350400,Offene Altersarbeit,P350410,Einsatzmöglichkeiten für Freiwillige,0.00,0.00,0.00,0.00,0.00,0.00
1300,"Direktion für Bildung,Soziales und Sport",350,Alters- und Versicherungsamt,PG350400,Offene Altersarbeit,P350425,Präventive Hausbesuche,0.00,0.00,0.00,0.00,0.00,0.00
1300,"Direktion für Bildung,Soziales und Sport",350,Alters- und Versicherungsamt,PG350400,Offene Altersarbeit,P350440,Lieferung von Mahlzeiten,0.00,0.00,0.00,0.00,0.00,0.00
1300,"Direktion für Bildung,Soziales und Sport",350,Alters- und Versicherungsamt,PG350400,Offene Altersarbeit,P350490,Integrationsmassnahmen,0.00,0.00,0.00,0.00,0.00,0.00
1300,"Direktion für Bildung,Soziales und Sport",350,Alters- und Versicherungsamt,PG350500,Alter,P350510,Städtisches Alters- und Pflegeheim,20657498.50,20657498.50,20574202.10,20574202.10,20253231.51,20253231.51
1300,"Direktion für Bildung,Soziales und Sport",350,Alters- und Versicherungsamt,PG350500,Alter,P350520,Altersfreundlicher Lebensraum,376782.00,33536.44,462399.84,35014.64,346545.22,49234.95
1300,"Direktion für Bildung,Soziales und Sport",350,Alters- und Versicherungsamt,PG350500,Alter,P350530,Information und Integration,630893.04,146024.60,707311.68,148733.88,737426.85,150481.33
1300,"Direktion für Bildung,Soziales und Sport",360,Schulzahnmedizinischer Dienst,PG360100,Schulzahnpflege,P360110,Prophylaxeunterricht,286228.54,2986.06,294121.19,3011.14,333081.38,8089.72
1300,"Direktion für Bildung,Soziales und Sport",360,Schulzahnmedizinischer Dienst,PG360100,Schulzahnpflege,P360120,Koordination Schulzahnpflege,115811.96,1701.90,128580.34,1751.94,131854.88,2762.27
1300,"Direktion für Bildung,Soziales und Sport",360,Schulzahnmedizinischer Dienst,PG360100,Schulzahnpflege,P360130,Behandlungsbeiträge,537067.48,500557.64,539088.65,500557.64,425937.51,391500.11
1300,"Direktion für Bildung,Soziales und Sport",360,Schulzahnmedizinischer Dienst,PG360200,Zahnmedizinische Leistungen,P360210,Behandlung Kinder und Jugendlicher,3538015.59,2698372.72,3874637.40,2668072.76,4053209.20,2924985.99
1300,"Direktion für Bildung,Soziales und Sport",360,Schulzahnmedizinischer Dienst,PG360200,Zahnmedizinische Leistungen,P360215,Behandlung Erwachsener,573106.63,771783.14,607630.91,771783.14,519018.12,626839.93
1300,"Direktion für Bildung,Soziales und Sport",360,Schulzahnmedizinischer Dienst,PG360200,Zahnmedizinische Leistungen,P360220,Leistungen für die Schulzahnpflege,287233.27,445491.67,325036.85,445716.51,322771.63,331653.68
1300,"Direktion für Bildung,Soziales und Sport",360,Schulzahnmedizinischer Dienst,PG360200,Zahnmedizinische Leistungen,P360230,Gutachten,35986.83,90357.48,39006.07,90357.48,41464.25,78185.60
1300,"Direktion für Bildung,Soziales und Sport",370,Gesundheitsdienst,PG370100,Gesundheitsvorsorge und -beratung,P370110,Schulärztliche Dienstleistungen,1404523.59,482424.72,1449381.36,482102.80,1502266.10,458386.37
1300,"Direktion für Bildung,Soziales und Sport",370,Gesundheitsdienst,PG370100,Gesundheitsvorsorge und -beratung,P370140,Schulsozialarbeit,1696685.74,117975.00,1643953.28,151419.88,1541183.09,60194.44
1300,"Direktion für Bildung,Soziales und Sport",370,Gesundheitsdienst,PG370100,Gesundheitsvorsorge und -beratung,P370150,Psychosoziale Vorsorge,198789.38,6884.84,185277.84,6778.64,185281.96,6700.53
1300,"Direktion für Bildung,Soziales und Sport",370,Gesundheitsdienst,PG370200,Gesundheitsinformation,P370210,Auskünfte/Informationsveranstaltungen,168673.20,46214.96,174218.52,45631.52,178528.71,82491.92
1300,"Direktion für Bildung,Soziales und Sport",370,Gesundheitsdienst,PG370200,Gesundheitsinformation,P370220,Gesundheitsgrundlagen,173762.88,1667.40,166642.60,1585.08,166688.56,1833.47
1300,"Direktion für Bildung,Soziales und Sport",370,Gesundheitsdienst,PG370300,Gesundheitsförderung und Prävention,P370320,Gesundheitsförderung in der Schule,848216.72,5738.24,923718.68,6193.40,1051253.31,85179.91
1300,"Direktion für Bildung,Soziales und Sport",370,Gesundheitsdienst,PG370300,Gesundheitsförderung und Prävention,P370340,Frühförderung,1076306.61,393884.84,1015789.68,229334.68,955509.48,677516.34
1300,"Direktion für Bildung,Soziales und Sport",380,Sportamt,PG380100,Betriebe Eis und Wasser,P380110,Freibäder,6954233.48,996620.12,7511745.20,1172182.16,7166212.31,1125534.17
1300,"Direktion für Bildung,Soziales und Sport",380,Sportamt,PG380100,Betriebe Eis und Wasser,P380120,Hallenbäder,7244277.74,2550830.00,7712401.56,2512887.08,7420448.56,2759021.76
1300,"Direktion für Bildung,Soziales und Sport",380,Sportamt,PG380100,Betriebe Eis und Wasser,P380130,Kunsteisbahnen,3555146.80,839914.88,3838588.88,842493.32,3990404.83,819543.66
1300,"Direktion für Bildung,Soziales und Sport",380,Sportamt,PG380200,"Sportanlagen, Sportbetrieb",P380210,Bereitstellung von Turn- / Sportanlagen,8316145.78,1731765.00,7756694.64,1729152.56,7602797.63,1293286.32
1300,"Direktion für Bildung,Soziales und Sport",380,Sportamt,PG380200,"Sportanlagen, Sportbetrieb",P380220,Sportförderung und -beratung,1355415.92,144010.00,1160513.32,140934.88,1299193.34,177710.44
1500,"Direktion f. Tiefbau, Verkehr, Stadtgrün",500,Direktionsstabsdienste,PG500100,Leistungen für Politik und Verw'führung,P500110,Führungsunterstützung,1593705.30,31777.16,1629558.39,31673.48,1587251.15,67750.85
1500,"Direktion f. Tiefbau, Verkehr, Stadtgrün",500,Direktionsstabsdienste,PG500400,Zentrale Dienste,P500410,Finanzwesen,613705.72,138920.48,657846.02,138060.16,633100.08,166221.96
1500,"Direktion f. Tiefbau, Verkehr, Stadtgrün",500,Direktionsstabsdienste,PG500400,Zentrale Dienste,P500420,Informatikkoordination,146672.35,28500.00,147192.40,32419.57,148373.92,29826.20
1500,"Direktion f. Tiefbau, Verkehr, Stadtgrün",500,Direktionsstabsdienste,PG500400,Zentrale Dienste,P500430,Personalwesen,775070.77,5836.79,786879.80,5533.00,780856.39,16649.49
1500,"Direktion f. Tiefbau, Verkehr, Stadtgrün",500,Direktionsstabsdienste,PG500500,Konzepte/Koordination öff. Verkehr,P500510,Konzepte/Koordination öff. Verkehr,185045.26,1593.24,193741.00,1593.24,190784.67,1845.35
1500,"Direktion f. Tiefbau, Verkehr, Stadtgrün",500,Direktionsstabsdienste,PG500500,Konzepte/Koordination öff. Verkehr,P500520,Beitrag der Stadt an den öff. Verkehr,36589652.00,622000.00,33487565.00,611000.00,31831247.20,634044.80
1500,"Direktion f. Tiefbau, Verkehr, Stadtgrün",510,Tiefbauamt,PG510100,Entwicklung + Erhaltung,P510110,Gesamtwerterhaltungsplanung Infrastruk.,2238578.84,545093.10,2364877.20,400029.40,1860953.61,347599.01
1500,"Direktion f. Tiefbau, Verkehr, Stadtgrün",510,Tiefbauamt,PG510100,Entwicklung + Erhaltung,P510130,Koordination im öffentlichen Raum,935482.88,306825.88,945941.60,277321.04,1001493.98,262217.64
1500,"Direktion f. Tiefbau, Verkehr, Stadtgrün",510,Tiefbauamt,PG510200,Projektierung + Realisierung,P510210,Realisierung Verkehrsflächen,12183637.36,601754.70,10678526.94,656056.49,9937514.01,640350.75
1500,"Direktion f. Tiefbau, Verkehr, Stadtgrün",510,Tiefbauamt,PG510200,Projektierung + Realisierung,P510220,Realisierung Kunstbauten,4710768.36,284522.70,4276751.36,264555.47,3722135.22,258277.29
1500,"Direktion f. Tiefbau, Verkehr, Stadtgrün",510,Tiefbauamt,PG510200,Projektierung + Realisierung,P510230,Realisierung Wasserbau,1215715.62,84796.38,1076001.44,68804.90,1061749.01,67243.90
1500,"Direktion f. Tiefbau, Verkehr, Stadtgrün",510,Tiefbauamt,PG510200,Projektierung + Realisierung,P510240,Realisierung Verkehrsmanagement,6216668.30,253569.60,5689322.78,367572.30,5070132.81,345172.51
1500,"Direktion f. Tiefbau, Verkehr, Stadtgrün",510,Tiefbauamt,PG510300,Betrieb + Unterhalt,P510310,Betrieb/U'halt Strassen/Ufer-/Wanderwege,36660206.57,11108996.45,37594773.28,11247860.48,38173581.07,14215214.17
1500,"Direktion f. Tiefbau, Verkehr, Stadtgrün",510,Tiefbauamt,PG510300,Betrieb + Unterhalt,P510320,Betrieb / Unterhalt Kunstbauten,1053036.40,6121.15,1073869.80,5414.76,943940.94,60517.28
1500,"Direktion f. Tiefbau, Verkehr, Stadtgrün",510,Tiefbauamt,PG510300,Betrieb + Unterhalt,P510330,Dienstleistungen,3032847.93,2741226.45,3405716.08,2715224.80,3088462.14,2721779.69
1500,"Direktion f. Tiefbau, Verkehr, Stadtgrün",510,Tiefbauamt,PG510300,Betrieb + Unterhalt,P510340,"Brunnen, Wartehallen, WC",0.00,0.00,3906932.00,210000.00,3914069.73,225170.95
1500,"Direktion f. Tiefbau, Verkehr, Stadtgrün",510,Tiefbauamt,PG510300,Betrieb + Unterhalt,P510350,Rückerstattung Abfallgrundgebühren,0.00,0.00,0.00,0.00,19650000.00,0.00
1500,"Direktion f. Tiefbau, Verkehr, Stadtgrün",510,Tiefbauamt,PG510400,Bewilligung / Bewirtschaftung,P510410,Bewirtschaftung des öffentlichen Bodens,1228398.80,12564220.40,988409.16,12045611.96,1398275.65,6619109.35
1500,"Direktion f. Tiefbau, Verkehr, Stadtgrün",510,Tiefbauamt,PG510400,Bewilligung / Bewirtschaftung,P510420,Fachliche Stellungnahmen und Auskünfte,261243.20,34016.16,427418.52,42656.44,384758.30,42839.25
1500,"Direktion f. Tiefbau, Verkehr, Stadtgrün",510,Tiefbauamt,PG510500,Stadtbeleuchtung,P510510,Stadtbeleuchtung,5850000.00,0.00,5830000.00,0.00,5836373.35,0.00
1500,"Direktion f. Tiefbau, Verkehr, Stadtgrün",520,Stadtgrün Bern,PG520100,Grünraumgestaltung,P520110,Natur und Ökologie,222921.60,9333.96,217762.12,9453.72,353085.86,9825.14
1500,"Direktion f. Tiefbau, Verkehr, Stadtgrün",520,Stadtgrün Bern,PG520100,Grünraumgestaltung,P520120,Realisierung Anlagen,599935.67,145617.36,566090.24,110999.60,968894.56,166748.24
1500,"Direktion f. Tiefbau, Verkehr, Stadtgrün",520,Stadtgrün Bern,PG520100,Grünraumgestaltung,P520130,Bauherrenleistung,1041750.76,156718.60,995670.40,110416.76,443220.46,142067.90
1500,"Direktion f. Tiefbau, Verkehr, Stadtgrün",520,Stadtgrün Bern,PG520200,Grünflächenpflege,P520210,Parkanlagen,5873735.09,568983.35,6389566.79,583649.19,5811867.47,605073.47
1500,"Direktion f. Tiefbau, Verkehr, Stadtgrün",520,Stadtgrün Bern,PG520200,Grünflächenpflege,P520220,"Schul-, Sport- und Badeanlagen",5207826.89,3972172.97,5101424.46,3861216.82,4553846.27,3818931.36
1500,"Direktion f. Tiefbau, Verkehr, Stadtgrün",520,Stadtgrün Bern,PG520200,Grünflächenpflege,P520230,Übriges öffentliches Grün,2178040.62,923681.40,2161585.56,895261.04,2684912.40,959331.98
1500,"Direktion f. Tiefbau, Verkehr, Stadtgrün",520,Stadtgrün Bern,PG520200,Grünflächenpflege,P520240,Verkehrsgrün,2795011.34,283062.09,2869686.22,285422.86,3378029.85,288455.01
1500,"Direktion f. Tiefbau, Verkehr, Stadtgrün",520,Stadtgrün Bern,PG520300,Naturerleben und -bildung,P520310,Naturerleben und -bildung,847716.81,141810.19,947620.52,173785.02,943669.32,149366.97
1500,"Direktion f. Tiefbau, Verkehr, Stadtgrün",520,Stadtgrün Bern,PG520400,Friedhöfe,P520410,Bestattungen / Beisetzungen,617314.38,278531.56,610524.76,273753.86,620365.61,273766.49
1500,"Direktion f. Tiefbau, Verkehr, Stadtgrün",520,Stadtgrün Bern,PG520400,Friedhöfe,P520420,Friedhof- und Grabanlagen,6189191.83,3159136.02,6137324.76,3173676.04,6347037.60,3234980.56
1500,"Direktion f. Tiefbau, Verkehr, Stadtgrün",520,Stadtgrün Bern,PG520400,Friedhöfe,P520430,Übrige Dienstleistungen,1889485.03,987302.50,1890630.34,982465.09,1754783.03,970002.99
1500,"Direktion f. Tiefbau, Verkehr, Stadtgrün",570,Vermessungsamt,PG570100,Geoinformation und Vermessung,P570110,Amtliche Vermessung,1746719.51,1036367.67,1833283.86,1048338.00,1907759.37,1147677.05
1500,"Direktion f. Tiefbau, Verkehr, Stadtgrün",570,Vermessungsamt,PG570100,Geoinformation und Vermessung,P570120,GIS-Bern,1456522.57,653766.76,1560903.49,550952.64,1519897.14,537232.24
1500,"Direktion f. Tiefbau, Verkehr, Stadtgrün",570,Vermessungsamt,PG570100,Geoinformation und Vermessung,P570130,Geoinformation,1534132.11,1898342.60,1681141.90,1892572.16,1629306.90,1797774.57
1500,"Direktion f. Tiefbau, Verkehr, Stadtgrün",580,Verkehrsplanung,PG580100,Verkehrsplanung,P580110,Verkehrskonzepte,681862.40,9759.12,644137.56,9699.36,752679.83,26560.99
1500,"Direktion f. Tiefbau, Verkehr, Stadtgrün",580,Verkehrsplanung,PG580100,Verkehrsplanung,P580120,Vorprojekte Verkehrsanlagen (Bau/Betr.),2877249.59,104331.76,2408942.98,104220.64,1809798.26,95537.56
1500,"Direktion f. Tiefbau, Verkehr, Stadtgrün",580,Verkehrsplanung,PG580100,Verkehrsplanung,P580140,Förderung Fuss- und Veloverkehr,1252338.06,2337.96,1904328.99,654328.99,1341227.70,91227.70
1600,"Dir. für Finanzen, Personal, Informatik",600,Direktionsstabsdienste,PG600100,Leistungen für Politik und Verw'führung,P600110,Führungsunterstützung,1277434.98,166215.08,1178941.23,174765.20,1268242.94,306907.40
1600,"Dir. für Finanzen, Personal, Informatik",600,Direktionsstabsdienste,PG600300,Fachstelle Beschaffungswesen,P600310,Dienstleistungen Stadtintern,651115.92,16572.12,435363.22,32423.88,364621.77,12400.67
1600,"Dir. für Finanzen, Personal, Informatik",600,Direktionsstabsdienste,PG600300,Fachstelle Beschaffungswesen,P600320,Dienstleistungen Extern,114902.84,101799.76,169307.95,170225.24,246697.98,332962.33
1600,"Dir. für Finanzen, Personal, Informatik",610,Finanzverwaltung,PG610100,Finanzdienstleistungen Stadtverwaltung,P610110,Finanzhaushalt,764368.72,7122.68,803858.68,9032.80,971370.37,63195.85
1600,"Dir. für Finanzen, Personal, Informatik",610,Finanzverwaltung,PG610100,Finanzdienstleistungen Stadtverwaltung,P610120,Leistungen für Behörden,28503.00,265.20,38292.48,414.60,27842.69,938.04
1600,"Dir. für Finanzen, Personal, Informatik",610,Finanzverwaltung,PG610100,Finanzdienstleistungen Stadtverwaltung,P610130,Leistungen für Verwaltung,226514.76,2107.32,254600.68,2414.88,237080.72,5563.61
1600,"Dir. für Finanzen, Personal, Informatik",610,Finanzverwaltung,PG610100,Finanzdienstleistungen Stadtverwaltung,P610140,Versicherungswesen,136113.60,201214.88,143418.28,141563.24,134751.58,151195.88
1600,"Dir. für Finanzen, Personal, Informatik",610,Finanzverwaltung,PG610100,Finanzdienstleistungen Stadtverwaltung,P610150,Finanzwesen FPI,346714.68,64233.48,398574.12,73332.16,458903.82,92656.57
1600,"Dir. für Finanzen, Personal, Informatik",610,Finanzverwaltung,PG610200,Vermögens- und Schuldenbewirtschaftung,P610210,DL Vermögens-/Schuldenbewirtschaftung,135744.30,2868701.04,266665.72,2220269.56,1785754.56,14475727.25
1600,"Dir. für Finanzen, Personal, Informatik",610,Finanzverwaltung,PG610200,Vermögens- und Schuldenbewirtschaftung,P610220,Nettozinsen,57075727.37,87768288.14,61877242.10,78945836.62,56439095.13,66465672.15
1600,"Dir. für Finanzen, Personal, Informatik",610,Finanzverwaltung,PG610400,Finanzausgleich und Beiträge,P610410,Beitragswesen,3735.87,34.88,16145.52,173.20,3148.28,41.17
1600,"Dir. für Finanzen, Personal, Informatik",610,Finanzverwaltung,PG610400,Finanzausgleich und Beiträge,P610420,Beiträge,966675.00,0.00,258810.00,0.00,258724.60,0.00
1600,"Dir. für Finanzen, Personal, Informatik",610,Finanzverwaltung,PG610400,Finanzausgleich und Beiträge,P610430,Finanz- und Lastenausgleich,64009139.00,63254000.00,63359194.70,72253600.00,55112269.00,63254000.00
